alpha,beta,turn_mean,turn_std,pop_mean,pop_std,fix_alpha
0.5,0,32.37,13.393770940254278,56.588999999999984,3.6477416910253373,0
0.4,0,48.82,14.613952237502353,49.76986666666665,3.1362201920996173,0
0.3,0,64.93,20.13765378588082,44.9067,3.3806635606046376,0
0,0.5,95.99,9.757556046469833,36.191,1.1434438722075058,1
0,0.4,105.21,10.50170938466686,35.55323333333333,1.1422867372074317,1
0.2,0,93.93,18.75113596558886,39.593666666666664,2.2486286438133307,0
0,0.3,117.01,12.002078986575619,34.709399999999995,1.1099697072943557,1
0,0.2,136.38,14.259579236429103,33.80706666666666,0.9972230643140999,1
0.1,0,132.39,16.804103665474095,35.34786666666667,1.3417645529509092,0
0,0.1,158.25,12.88050853033373,32.846,0.8646949365720443,1
0.0,0,187.35,11.998645756917737,31.942466666666665,0.6538915336489498,0
0,0.0,188.44,10.012312420215421,31.979866666666663,0.6074668568919785,1
0.6,0,24.95,11.613246746711274,62.13453333333332,4.0565899888672154,0
0.7,0,17.75,9.739994866528422,68.05850000000001,4.059312814723425,0
0.8,0,13.2,8.06225774829855,72.64963333333336,3.879947762964525,0
0.9,0,13.72,7.928530759226454,74.36150000000004,3.863607795111266,0
0,0.6,88.98,8.357009034337585,36.82973333333333,1.193763300565809,1
1.0,0,15.95,9.830946037894828,73.66970000000005,5.098955210955808,0
0,0.7,86.58,11.525779800082944,37.32443333333333,1.5794641183360612,1
0,0.8,82.54,8.915626730634251,37.71466666666666,1.4957168478321317,1
0,0.9,84.16,9.573630450356855,37.40063333333333,1.4413266801419082,1
0,1.0,94.31,9.593430043524577,36.10016666666667,1.7343713798761022,1
